15296 960.635
17416 16960 17054
16561 16918 18512
16384 18088 16571
16466 18083 16598
16468 18069 16653
16514 18057 16635
16164 17669 18189
16733 16682 18478
16771 18040 16773
16991 17930 16695
16713 18006 17137
17387 17110 17233
17304 17346 17390
17405 17167 17181
16448 17029 18448
16496 16919 18470
16262 17498 18282
16764 17880 17206
16670 17950 17340
17223 17124 17938
16210 17690 18167
16636 17406 18230
17375 16968 17491
16413 17811 17953
16836 18020 16802
16426 17818 17859
16217 17538 18245
16799 16892 18342
16502 17935 17548
16844 18010 16858
17392 17543 16837
16438 17409 18323
16730 16838 18416
16579 17394 18275
16345 17402 18350
17190 17525 17375
16542 17510 18161
16659 17836 17344
16193 17638 18228
16450 17749 18030
16621 17520 18129
16276 17281 18380
16786 17154 18220
16963 17915 17038
16603 17224 18256
17357 17230 17177
16223 17823 18008
16974 17943 16833
16905 17834 17185
16667 18051 16889
16493 17061 18386
16569 17760 17800
17308 17241 17222
16920 17964 16826
16932 17639 17546
16802 17137 18251
16475 17746 18018
16285 17269 18395
16266 17497 18275
16617 17891 17355
16373 17281 18363
16787 17871 17253
16322 17818 17977
16610 17876 17485
16854 16869 18329
16772 17899 17176
16863 17968 16957
17289 17359 17363
16691 17716 17894
16298 17784 18021
16685 17894 17259
17326 17665 16786
16241 17527 18254
16444 17199 18348
16367 17841 17972
16818 17925 17153
17231 17416 17435
16382 17423 18316
16903 17956 16922
16491 17468 18260
16365 17559 18217
16223 17660 18187
16405 17831 17973
16991 17538 17829
16400 17273 18348
16753 17974 17178
16467 17911 17572
17343 17662 16754
16330 17788 18015
17227 17488 17328
17213 17489 17407
16575 17606 18056
16784 17933 17165
16430 17958 17499
16920 17483 17949
17108 17444 17665
17134 17440 17563
16430 17642 18163
16487 17975 17328
16296 17473 18316
17149 17401 17539
16836 17631 17705
16710 16861 18422
16830 17828 17368
16605 17868 17563
17007 17379 17949
16391 17364 18359
16910 17507 17863
16828 17610 17798
16643 17526 18104
16705 17606 17869
16536 17518 18179
16696 17874 17300
16563 17841 17679
16838 17561 17789
16610 17554 18075
16641 17826 17557
16847 17897 17165
16553 17764 17910
16827 17470 17959
17167 17746 17139
17077 17416 17861
16472 17577 18194
16517 17912 17462
16998 17583 17660
16562 17505 18144
16397 17394 18333
16880 17959 16874
16927 17393 17997
16667 18054 16876
16389 17515 18243
16872 17832 17210
16487 17887 17575
17197 17433 17479
16652 17203 18232
16893 17827 17220
16965 17936 16846
16824 16900 18309
16557 17562 18125
16518 17567 18128
17035 17348 17974
17221 17518 17362
16650 17841 17493
16199 17668 18202
16931 17761 17462
16674 17519 18106
16919 16991 18222
16402 17728 18159
16327 17446 18316
16921 17968 16801
16911 16911 18258
16558 17898 17358
16386 17975 17426
16999 17417 17962
17212 17475 17451
16682 17201 18225
16916 17439 18027
16655 17673 17952
16852 17893 17167
17196 17447 17479
17086 17517 17768
16517 17673 17976
16999 17003 18143
16575 17886 17406
16870 17538 17840
16387 17431 18312
16862 17964 16982
16818 17119 18276
17093 17556 17539
16493 17001 18411
17143 17170 17927
17138 17335 17948
16926 17388 18059
16991 17375 18055
16882 17068 18277
16818 17456 18046
17098 17314 17966
17229 17110 18001
17063 17267 18000
16327 17976 17417
16938 17338 18073
17195 17655 17240
16739 17713 17768
17116 16906 18155
16496 17040 18406
17157 17745 17165
16777 17069 18304
17113 16765 18211
17047 16877 18247
17189 17447 17503
17004 17503 17902
16700 17452 18133
16954 17336 18163
16645 17670 18045
17120 17338 17873
17226 16671 18130
17185 17543 17478
16664 17449 18155
17088 16985 18141
17274 17021 17970
17058 17290 17994
17135 16963 18139
17187 17188 17913
16474 16974 18461
17127 17442 17811
16781 17144 18278
17290 17756 16913
17238 17781 16891
17235 17821 16949
17229 17793 16981
17085 17001 18206
16249 17501 18277
17157 17122 17994
16999 16849 18325
17086 17430 17859
17117 17425 17833
16797 17566 17933
17014 16898 18314
16567 17761 17822
16971 16702 18353
17082 16800 18248
17278 17772 16881
17292 17744 16934
17042 17823 17170
16884 16954 18289
17283 17587 17186
16899 17533 17849
17241 17654 17168
17193 17670 17277
16930 17346 18077
