30929 3305.56
28284 26353 27122
28094 26085 27375
27510 26362 27604
27333 26988 26709
27411 26966 26822
27379 26976 27002
27452 26963 26879
27876 26796 26866
27610 26935 26969
28068 26632 26894
27880 26782 26919
28001 26111 27489
27820 26141 27561
27799 26877 26944
28260 26200 27185
27429 26858 27349
27479 26755 27435
27413 26891 27276
27442 26809 27297
27487 26907 27201
27685 26924 26932
27601 26898 26977
27814 26200 27568
27710 26308 27591
27513 26895 27273
28255 26269 27190
27529 26258 27600
28070 26605 27045
28124 26539 27058
27599 26916 27154
27643 26930 26970
28232 26206 27237
27637 26431 27583
27812 26805 27011
28245 26304 27147
28218 26424 27063
28205 26531 26929
28021 26093 27463
27620 26454 27538
28047 26181 27413
27942 26723 26995
27569 26859 27188
27532 26868 27181
28186 26167 27245
27495 26689 27427
27506 26628 27455
27864 26100 27523
27630 26878 27036
28009 26153 27442
27483 26933 27137
27523 26870 27202
27601 26887 26996
28034 26226 27408
28058 26628 26939
27930 26743 26987
27792 26828 27031
28055 26173 27373
27958 26234 27456
27539 26677 27438
27682 26421 27546
27798 26301 27584
28158 26552 26933
27916 26709 27069
27649 26647 27418
28194 26221 27231
27837 26278 27548
27995 26196 27468
28178 26158 27264
27788 26817 27090
27617 26685 27357
27557 26746 27335
28199 26403 27133
28234 26284 27181
27591 26491 27559
27829 26826 27002
27844 26199 27552
27635 26872 26984
27648 26759 27302
27636 26813 27257
28148 26105 27334
28139 26523 27044
27893 26187 27516
28207 26438 27125
28130 26536 27021
27656 26626 27448
27578 26660 27415
27574 26770 27325
28111 26570 27093
27797 26414 27504
27552 26486 27562
27976 26498 27262
28137 26460 27087
28071 26211 27339
27702 26789 27235
27748 26422 27519
27682 26464 27527
28067 26307 27346
28161 26410 27144
27772 26801 27199
28063 26148 27400
27888 26420 27414
27630 26773 27287
27919 26250 27456
28108 26208 27328
27982 26496 27259
27728 26836 27023
27750 26650 27308
27707 26803 27135
27680 26611 27421
27939 26164 27489
27692 26497 27471
27855 26657 27224
27595 26671 27395
27626 26567 27459
27543 26855 27223
28175 26472 27075
27718 26487 27484
28205 26223 27216
28172 26366 27172
28121 26402 27200
27902 26648 27196
27690 26495 27473
27582 26825 27244
27949 26445 27332
27525 26510 27522
28013 26471 27267
27696 26541 27467
27586 26687 27393
27563 26854 27189
28240 26294 27159
28044 26658 27026
27849 26290 27499
27813 26328 27496
28054 26160 27394
27952 26185 27478
27858 26776 27113
27779 26787 27162
28158 26505 27064
28007 26591 27173
27835 26314 27533
27945 26463 27309
27865 26372 27433
27803 26852 27019
27599 26755 27318
27911 26583 27242
28039 26637 27041
28023 26357 27343
27908 26298 27458
27678 26834 27147
27663 26535 27485
27596 26608 27465
27833 26681 27232
28101 26514 27128
27661 26473 27528
27565 26521 27509
28163 26480 27083
27753 26807 27112
28037 26343 27306
27744 26442 27494
27669 26754 27284
28169 26189 27285
28118 26290 27265
28212 26440 27082
27741 26636 27363
27676 26701 27312
27493 26615 27473
27672 26714 27319
27874 26693 27150
27850 26525 27332
28026 26316 27358
28045 26687 26943
27929 26667 27116
27764 26387 27531
27638 26818 27176
27962 26436 27344
27796 26452 27441
28141 26245 27314
28110 26171 27365
28030 26204 27438
28025 26263 27371
27992 26218 27463
27601 26794 27291
27556 26832 27265
27765 26820 27098
28184 26480 26980
27611 26869 27078
28112 26333 27269
27877 26728 27101
27786 26473 27425
28181 26394 27165
28106 26384 27208
28048 26294 27369
27991 26341 27387
27989 26614 27211
27906 26549 27313
27885 26712 27121
27845 26406 27449
27762 26652 27280
27730 26849 27022
27647 26642 27422
27553 26741 27381
28183 26193 27252
27904 26259 27478
28116 26517 27063
27936 26617 27171
27666 26639 27411
27615 26674 27384
27541 26589 27494
28134 26456 27142
27932 26466 27338
27922 26576 27227
27777 26545 27379
27761 26448 27464
27738 26726 27243
27641 26678 27362
27746 26707 27256
28155 26354 27218
28153 26429 27197
27817 26795 27108
27774 26739 27215
28242 26274 27159
28197 26257 27228
28105 26529 27119
27898 26569 27268
27622 26725 27333
27758 26694 27266
27489 26514 27523
27971 26282 27428
27858 26310 27491
27723 26428 27506
27713 26376 27535
28096 26580 27060
27953 26265 27445
27879 26413 27419
27858 26213 27521
27802 26768 27163
27722 26848 27089
27569 26664 27397
28044 26104 27457
27815 26240 27560
28019 26144 27442
27713 26362 27556
27871 26428 27431
27791 26826 27032
27972 26739 26981
28206 26359 27206
28021 26391 27311
27962 26619 27157
27936 26735 27018
27928 26327 27447
27890 26749 27016
27861 26822 26998
27824 26302 27558
27726 26823 27038
27662 26841 27103
27621 26595 27460
27608 26837 27167
28075 26398 27248
27978 26476 27272
27964 26434 27385
27806 26396 27477
27609 26737 27336
28032 26600 27108
27840 26320 27522
27645 26798 27237
27954 26654 27153
28100 26574 27110
28092 26594 27039
27988 26705 27105
27938 26244 27510
27920 26492 27354
27891 26722 27114
27867 26669 27195
27805 26654 27241
27731 26696 27348
27706 26820 27099
28137 26330 27238
28074 26347 27279
27971 26221 27450
27951 26386 27423
27927 26674 27140
27886 26780 27060
27860 26731 27072
27843 26286 27513
27821 26640 27289
27807 26468 27406
27802 26404 27486
27755 26763 27209
27726 26700 27290
27711 26744 27300
27639 26844 27142
28085 26400 27228
27924 26408 27410
27548 26839 27233
27881 26603 27266
27883 26493 27321
27604 26842 27186
27546 26796 27382
28216 26350 27165
28065 26516 27159
27983 26439 27293
27960 26321 27392
27895 26623 27226
27633 26719 27306
27627 26713 27353
27613 26731 27386
28143 26287 27266
28133 26255 27275
28090 26331 27327
28029 26373 27333
28016 26336 27350
27721 26734 27233
28127 26351 27226
27986 26346 27380
27810 26644 27285
27699 26590 27416
27657 26807 27193
27635 26548 27503
27714 26871 27014
27967 26645 27106
27916 26598 27229
27870 26729 27131
27807 26355 27482
27548 26579 27487
28218 26388 27109
28146 26236 27286
28146 26191 27301
28025 26382 27288
28008 26630 27155
28008 26276 27443
27998 26338 27367
27868 26661 27183
27868 26272 27515
27826 26779 27102
27814 26698 27193
27767 26691 27255
28052 26565 27145
27932 26267 27452
27875 26215 27512
28147 26165 27315
28091 26224 27337
28081 26444 27179
28078 26334 27298
27915 26620 27207
27889 26587 27253
27872 26703 27148
27839 26324 27472
27829 26375 27481
27783 26680 27234
27780 26345 27514
27737 26672 27296
27645 26810 27192
28097 26312 27277
28096 26297 27295
28051 26238 27371
28018 26243 27398
28005 26377 27314
27862 26762 27064
27547 26845 27212
27815 26765 27147
28167 26420 27130
28160 26548 27000
28125 26352 27239
28079 26199 27360
28180 26315 27221
28150 26561 27001
28087 26488 27134
28057 26530 27140
28026 26512 27203
27996 26337 27389
27974 26617 27161
27925 26572 27250
27913 26769 27015
27857 26638 27220
27783 26715 27219
27781 26659 27251
27736 26458 27466
27733 26718 27275
27532 26702 27404
28072 26506 27213
28050 26369 27298
28004 26542 27189
27993 26544 27222
27910 26635 27168
27827 26622 27294
27823 26557 27351
27734 26751 27213
27701 26624 27406
27605 26655 27398
27555 26748 27327
27968 26392 27370
27794 26658 27278
27704 26637 27372
27551 26694 27399
28213 26253 27210
28114 26325 27256
27945 26484 27295
27568 26668 27401
27852 26669 27210
28060 26364 27282
28166 26441 27081
28045 26597 27085
27870 26565 27304
28110 26450 27168
28086 26519 27126
28005 26342 27356
27880 26254 27480
27876 26512 27376
27844 26689 27204
27778 26449 27462
27722 26853 26986
28052 26560 27160
27953 26716 27036
27919 26633 27182
27872 26349 27454
27841 26502 27401
27826 26593 27324
27820 26380 27476
27797 26554 27361
27796 26770 27177
27714 26490 27434
27702 26555 27444
28086 26147 27378
28054 26482 27232
28141 26501 27073
28019 26574 27123
27973 26644 27119
27848 26448 27439
27836 26450 27436
27786 26486 27403
28076 26426 27246
28060 26467 27281
28060 26273 27368
27914 26720 27070
27874 26609 27249
27850 26588 27292
27841 26665 27214
27831 26666 27236
27830 26521 27351
27771 26520 27405
27770 26820 27071
27768 26585 27326
27755 26426 27490
28217 26322 27184
28178 26252 27247
28150 26208 27283
28082 26562 27138
28069 26215 27350
28033 26360 27300
27879 26289 27475
27825 26539 27380
27769 26558 27373
27767 26470 27455
27691 26752 27247
27998 26280 27373
28098 26564 27120
28034 26541 27180
27723 26535 27416
28166 26380 27212
28145 26267 27268
28083 26362 27233
28002 26392 27283
27999 26430 27365
27967 26493 27277
27964 26564 27291
27847 26515 27353
27790 26705 27197
27667 26573 27424
27607 26842 27148
27897 26501 27319
27979 26290 27391
28041 26325 27342
27715 26493 27424
27584 26610 27450
27479 26810 27294
27956 26571 27233
27971 26477 27271
27841 26504 27388
27815 26547 27364
28008 26527 27192
27831 26531 27342
27764 26610 27316
28111 26366 27217
28043 26626 27076
27976 26721 26997
27971 26508 27254
27863 26518 27323
27863 26458 27378
27839 26696 27156
27778 26577 27366
27749 26597 27410
27749 26455 27475
28087 26369 27222
28081 26478 27162
27977 26432 27323
28077 26488 27178
28031 26352 27319
27905 26718 27077
27869 26441 27390
27634 26577 27453
