0 0.00185892
2276 2246 2509
2756 2742 2813
2507 2718 2759
2722 2615 2700
2529 2578 2572
2322 2333 2481
2552 2509 2762
2412 2393 2473
2098 2313 2411
2337 2472 2650
2706 2718 2431
2894 3087 2874
2508 2507 2688
2342 2360 2414
2264 2582 2634
3032 2590 2648
2817 2918 2856
2380 2462 2514
2753 2828 2964
2758 3068 2681
2578 2599 2770
2393 2446 2535
2686 2913 2599
2705 2621 2785
2293 2383 2203
2750 2607 2578
2657 2663 2691
2826 2917 2752
2854 2792 2663
2773 2855 2753
2626 2695 2440
2819 2221 2713
2585 2496 2670
2530 2313 2595
2791 2924 2837
2410 2041 2376
2250 2785 2525
2586 2693 2607
2609 2727 2890
2415 2578 2554
2888 2785 2838
2336 2443 2548
2565 2792 2461
2602 2570 2789
2166 2353 2492
3006 2888 2819
2644 2622 2822
2798 2552 2606
2136 2331 2305
2662 2548 2548
2548 2582 2618
2531 2568 2556
2404 2566 2502
2472 2793 2539
2185 2314 2465
2688 2641 2819
2751 2651 2865
2468 2646 2793
2870 3112 2735
2792 2712 2860
2209 2455 2294
2523 2686 2427
2648 2981 2765
2816 2666 2823
2532 2580 2580
3075 2568 2529
2738 2722 2760
2838 2586 2664
2405 2391 2759
2858 3055 2860
2705 2663 2776
2594 2945 2627
2506 2300 2386
2536 2528 2797
2716 2716 2628
2563 2567 2480
2562 2760 2548
2613 2549 2567
2587 2601 2956
2591 2519 2752
2641 2727 2851
2572 3034 2857
2493 2694 2845
2904 2704 2511
2541 2794 2339
2392 2527 2594
2552 2861 2693
2751 2662 2695
2719 3146 2666
2263 2422 2477
2566 2465 2595
2885 2567 2767
2500 2566 2679
2654 2555 2663
2465 2425 2503
2656 2631 2720
2706 2577 2783
2782 2863 3023
2563 2786 2839
2792 2805 2857
2591 2540 2536
2905 2491 2890
2852 2924 2641
2286 2450 2484
2860 3073 2842
2742 2594 2831
2768 2896 2585
2848 2659 2865
2508 2550 2514
2578 2444 2580
2208 2258 2230
2377 2333 2543
2844 2865 2848
2496 2611 2920
3074 2825 2622
2434 2693 2723
2283 2539 2676
3021 3001 2753
2517 2535 2587
3140 2923 2993
2584 2492 2453
2903 2628 2530
2743 2859 2857
2501 2525 2772
2613 2657 2697
2411 2602 2652
2192 2376 2468
2532 2848 2788
2852 2658 2651
2896 2627 2786
2745 2799 2879
2615 2889 2532
2583 2566 2899
2828 2513 2705
2453 2779 2780
2562 2479 2432
2493 2306 2538
2693 2441 2597
2300 2245 2209
2683 2976 2694
2716 2676 2851
2861 2862 2708
2780 2771 2773
2308 2671 2519
2627 2879 2880
2421 2699 2502
2800 2556 2736
2432 2508 2663
2514 2611 2499
2528 2749 2642
2355 2516 2390
2525 2817 2682
2252 2488 2286
2181 2541 2673
2594 3045 2637
2615 2695 2805
2577 2874 2635
2662 2824 2584
2444 2795 2635
2539 2448 2723
2420 2561 2687
2312 2465 2461
2743 2759 2687
3066 2753 2939
2493 2816 2860
2669 2629 2754
2473 2668 2766
2783 2848 2741
2689 2854 3099
2608 2539 2387
2559 2623 2472
2752 2714 2709
2816 3029 2589
2570 2676 2792
2847 2761 2482
2577 2961 2598
2508 2789 2672
2359 2454 2360
2353 2433 2565
2823 2654 2646
2616 2464 2565
2807 2844 2783
2287 2430 2455
2556 2660 2595
2568 2690 2494
2570 2768 2833
2490 2725 2469
2475 2629 2512
2598 2496 2935
2469 2838 2870
2474 2403 2813
2638 2955 2527
2491 2523 2952
2534 2719 2455
2699 2521 2725
2546 2574 2531
2861 2775 2870
2275 2171 2469
2690 2817 2813
2472 2565 2456
